,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,bStep_count,countLog,modes,diffCounts,durCount,order
23624,23625,13,6,188936.0,6,24.99,24.99,74.97,1,24.99,24.99,24.99,5,1,2,5000,535,6,5,38,2,8,3,5,2,5,31489.333333333332,1
23630,23631,13,6,48036.0,2,229.99,229.99,459.98,1,229.99,229.99,229.99,5,1,2,300,541,1,1,48,2,28,3,4,3,1,24018.0,1
23631,23632,13,6,777076.0,22,2.99,37.99,341.82,3,4.99,37.99,47.97,1,1,2,4500,571,260,2,41,2,11,0,7,1,19,35321.63636363636,0
23632,23633,13,6,1527.8,62,3.9,44.95,1203.95,1,14.9,14.9,14.9,2,1,2,4000,544,220,5,47,2,38,0,4,2,61,24.641935483870967,0
23640,23641,13,6,112675.0,4,24.99,24.99,99.96,1,24.99,24.99,24.99,5,1,2,1900,454,44,11,40,1,13,3,6,1,3,28168.75,1
23643,23644,13,6,1298211.0,21,5.99,59.99,271.79,4,5.99,59.99,77.96,1,0,-1,3800,479,112,12,52,2,20,3,15,1,17,61819.57142857143,0
23677,23678,13,6,1672.55,45,3.0,5.0,165.0,4,3.0,5.0,16.0,1,1,2,600,559,48,2,46,1,66,0,8,1,41,37.16777777777778,0
23692,23693,13,6,368932.0,3,39.99,39.99,119.97,1,39.99,39.99,39.99,5,1,2,1600,613,227,12,60,1,5,6,7,4,2,122977.33333333333,1
23703,23704,13,6,1085249.0,20,9.99,29.99,289.8,6,9.99,19.99,79.94,5,1,2,300,433,75,11,45,1,211,19,25,3,14,54262.45,1
23705,23706,13,6,322714.0,6,29.99,29.99,149.95,2,29.99,29.99,29.99,5,1,2,1400,479,10,129,47,2,4,9,15,4,4,53785.666666666664,1
23710,23711,13,6,5244366.0,31,9.99,19.99,206.85,3,14.99,19.99,49.97,1,1,2,600,490,36,10,29,2,33,3,20,2,28,169173.09677419355,0
23717,23718,13,6,546937.0,6,9.99,19.99,89.95,2,9.99,19.99,29.98,1,1,2,600,463,65,31,30,2,166,0,5,1,4,91156.16666666667,0
23727,23728,13,6,296158.0,3,79.0,99.0,277.0,1,99.0,99.0,99.0,5,1,2,3100,472,98,13,37,2,61,3,5,1,2,98719.33333333333,1
23734,23735,13,6,3851.49,68,3.0,24.99,612.55,5,5.99,14.99,50.95,5,1,2,1100,483,21,17,29,2,28,3,19,1,63,56.639558823529406,0
23767,23768,13,6,1172269.0,5,9.99,9.99,49.95,2,9.99,9.99,19.98,4,1,2,8500,568,128,12,33,2,97,2,6,2,3,234453.8,0
23770,23771,13,6,833918.0,4,9.99,9.99,19.98,3,9.99,9.99,9.99,5,1,2,100,539,11,1,49,2,94,11,18,3,1,208479.5,1
23777,23778,13,6,1777535.0,13,19.99,29.99,289.88,1,19.99,19.99,19.99,1,1,2,800,70,78,1,38,2,458,1,7,2,12,136733.46153846153,0
23778,23779,13,6,265872.0,3,499.99,499.99,1499.97,1,499.99,499.99,499.99,5,1,2,3000,524,55,8,28,2,40,3,6,1,2,88624.0,0
23779,23780,13,6,236231.0,7,19.99,19.99,139.93,1,19.99,19.99,19.99,5,1,2,4000,597,220,12,54,2,26,4,5,3,6,33747.28571428572,1
23782,23783,13,6,646984.0,18,3.99,109.99,532.82,1,19.99,19.99,19.99,5,1,2,5000,562,339,34,49,2,10,3,7,1,17,35943.555555555555,1
23789,23790,13,6,829034.0,9,69.99,69.99,629.91,2,69.99,69.99,139.98,1,1,-1,600,70,9,1,33,2,4,0,14,2,7,92114.88888888889,0
23802,23803,13,6,770.45,18,12.99,17.99,285.83,5,12.99,17.99,79.95,1,1,-1,1000,483,48,12,44,2,43,0,14,1,13,42.80277777777778,0
23807,23808,13,6,2307096.0,6,16.95,99.99,250.83,2,16.95,99.99,116.94,1,1,2,3000,466,55,5,37,1,5,1,6,1,4,384516.0,0
23817,23818,13,6,324.75,4,24.99,24.99,99.96,1,24.99,24.99,24.99,5,1,2,6000,508,174,23,37,2,7,7,11,4,3,81.1875,1
23818,23819,13,6,794305.0,7,24.99,999.99,4449.93,1,699.99,699.99,699.99,2,1,2,600,70,53,1,43,2,397,0,4,1,6,113472.14285714286,0
23823,23824,13,6,503976.0,10,9.99,34.99,169.93,2,9.99,34.99,44.98,5,1,2,300,70,85,0,37,2,441,3,8,1,8,50397.6,1
23838,23839,13,6,544.47,3,139.99,189.99,519.97,1,189.99,189.99,189.99,5,1,2,3000,502,122,10,65,2,17,4,8,2,2,181.49,1
23848,23849,13,6,6523.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,1,1,2,600,568,44,2,58,2,80,0,2,1,0,6523.0,0
23862,23863,13,6,570785.0,2,999.99,999.99,1999.98,1,999.99,999.99,999.99,2,1,2,1500,428,114,22,32,2,10,0,3,1,1,285392.5,0
23863,23864,13,6,4375503.0,13,3.99,24.99,303.87,1,24.99,24.99,24.99,1,1,2,200,493,119,4,29,2,4,0,2,1,12,336577.1538461539,0
23872,23873,13,6,3122597.0,17,12.99,999.0,8030.84,4,12.99,749.99,1310.96,1,1,2,300,473,1,1,43,2,61,0,10,1,13,183682.17647058822,0
23882,23883,13,6,898971.0,27,24.99,58.82,828.32,3,24.99,25.2,75.39,1,1,2,600,582,82,4,50,2,117,0,8,1,24,33295.22222222222,0
23888,23889,13,6,447225.0,2,19.99,19.99,39.98,2,19.99,19.99,39.98,5,1,2,4000,521,223,6,61,2,30,4,8,3,0,223612.5,1
23894,23895,13,6,6209583.0,88,44.95,170.0,8491.99,3,69.95,149.95,339.85,1,1,2,1100,561,43,10,43,2,195,0,13,1,85,70563.44318181818,0
23904,23905,13,6,306042.0,6,18.99,18.99,37.98,1,18.99,18.99,18.99,5,1,2,2500,465,115,24,57,2,4,3,4,3,5,51007.0,1
23908,23909,13,6,103493.0,3,25.95,25.95,77.85,1,25.95,25.95,25.95,2,1,2,1400,463,73,10,57,1,41,0,3,2,2,34497.666666666664,0
23914,23915,13,6,1433015.0,3,7.99,19.99,45.97,3,7.99,19.99,45.97,5,1,2,4000,551,204,12,64,2,118,3,20,1,0,477671.6666666667,1
23921,23922,13,6,1698661.0,7,9.99,59.95,209.89,5,9.99,59.95,159.91,4,1,2,1000,485,175,5,38,1,4,10,19,4,2,242665.85714285713,0
23944,23945,13,6,264778.0,8,19.99,19.99,99.95,2,19.99,19.99,39.98,5,1,2,100,494,85,7,30,2,257,3,10,1,6,33097.25,1
23959,23960,13,6,157972.0,4,10.99,89.99,201.96,2,10.99,89.99,100.98,5,1,2,3200,533,211,17,43,2,5,5,8,3,2,39493.0,1
23970,23971,13,6,1702501.0,63,6.99,64.99,1169.5,4,29.99,64.99,179.96,1,1,2,4000,507,135,21,30,2,20,1,13,1,59,27023.825396825396,0
23973,23974,13,6,1578078.0,20,14.99,24.99,268.61,2,14.99,17.95,32.94,1,1,2,2800,558,72,20,29,2,115,0,5,1,18,78903.9,0
23974,23975,13,6,2355757.0,18,5.99,24.99,151.9,1,14.99,14.99,14.99,1,1,2,700,562,8,8,61,1,19,0,3,1,17,130875.38888888889,0
23976,23977,13,6,1218213.0,33,19.99,72.99,1275.76,7,29.99,72.99,355.93,2,1,2,500,477,48,1,46,2,70,0,19,1,26,36915.545454545456,0
24002,24003,13,6,637645.0,4,45.0,48.99,183.99,1,45.0,45.0,45.0,1,1,2,800,437,24,0,21,1,31,4,6,3,3,159411.25,0
24010,24011,13,6,176255.0,5,19.99,24.99,114.95,2,19.99,24.99,44.98,4,1,2,3400,561,386,20,69,2,4,5,10,3,3,35251.0,0
24015,24016,13,6,1687641.0,40,14.9,69.99,1454.06,5,14.9,59.99,194.86,5,1,2,2500,530,312,29,45,2,8,4,17,1,35,42191.025,1
24022,24023,13,6,843675.0,6,9.99,59.95,99.92,3,9.99,59.95,84.93,5,1,2,8500,570,222,7,43,2,20,6,12,1,3,140612.5,1
24027,24028,13,6,3076969.0,111,3.0,19.99,687.13,8,3.0,19.99,82.75,5,1,2,800,528,24,9,55,2,129,6,35,1,103,27720.441441441442,1
24037,24038,13,6,362626.0,6,19.99,49.99,209.94,2,19.99,49.99,69.98,5,1,2,2600,557,274,3,56,1,148,8,10,3,4,60437.666666666664,1
24039,24040,13,6,4083824.0,4,24.99,24.99,99.96,1,24.99,24.99,24.99,1,1,2,4000,80,37,1,44,2,8,0,4,1,3,1020956.0,0
24041,24042,13,6,3289179.0,77,4.99,74.0,783.59,11,4.99,74.0,195.9,5,1,2,300,473,0,0,38,2,31,28,73,1,66,42716.61038961039,1
24046,24047,13,6,350403.0,9,39.99,49.99,419.91,2,49.99,49.99,99.98,5,1,2,500,411,1,0,31,2,12,5,12,1,7,38933.666666666664,1
24048,24049,13,6,727193.0,14,9.99,34.99,244.86,2,9.99,9.99,19.98,1,1,-1,2700,465,106,13,49,1,120,0,11,1,12,51942.357142857145,0
24060,24061,13,6,1110913.0,25,2.99,199.0,533.76,2,7.99,27.99,35.98,1,1,-1,300,436,78,17,31,2,37,0,7,1,23,44436.52,0
24064,24065,13,6,120956.0,3,21.8,21.8,43.6,1,21.8,21.8,21.8,5,1,2,800,460,34,23,24,2,28,3,5,2,2,40318.666666666664,1
24086,24087,13,6,328558.0,9,14.99,24.99,169.92,1,24.99,24.99,24.99,1,1,-1,600,467,195,4,29,2,7,0,5,1,8,36506.444444444445,0
24088,24089,13,6,835923.0,9,14.99,19.99,149.91,3,14.99,19.99,49.97,1,1,-1,5000,543,17,38,45,1,8,12,20,3,6,92880.33333333333,0
24090,24091,13,6,446678.0,7,14.99,17.99,65.96,2,14.99,17.99,32.98,5,1,2,300,479,286,18,45,2,9,4,8,4,5,63811.142857142855,1
24092,24093,13,6,1560881.0,25,9.0,34.99,418.85,5,10.0,29.99,75.97,5,1,2,600,569,222,7,35,1,152,11,24,1,20,62435.24,1
24098,24099,13,6,950712.0,5,199.99,199.99,999.95,2,199.99,199.99,399.98,5,1,2,600,541,93,1,47,2,233,8,18,1,3,190142.4,1
24110,24111,13,6,335074.0,4,399.99,999.0,2797.98,1,999.0,999.0,999.0,1,1,-1,300,498,9,13,28,2,5,0,5,1,3,83768.5,0
24119,24120,13,6,1208.99,5,9.99,14.99,39.97,5,9.99,14.99,39.97,5,1,2,2500,496,102,15,66,1,9,3,16,1,0,241.798,1
24128,24129,13,6,183365.0,2,9.99,9.99,19.98,2,9.99,9.99,19.98,5,1,2,8500,548,114,4,42,2,44,4,10,1,0,91682.5,1
24130,24131,13,6,5537398.0,55,6.47,109.0,1246.1,1,12.95,12.95,12.95,1,1,2,2200,540,147,12,50,2,22,0,3,1,54,100679.96363636364,0
24148,24149,14,6,2097521.0,31,19.99,229.0,3297.57,4,99.95,119.95,439.8,1,1,-1,1600,530,157,6,32,2,39,0,8,1,27,67661.96774193548,0
24172,24173,14,6,1351114.0,17,9.99,24.99,229.83,5,9.99,24.99,69.95,5,1,2,300,453,119,6,44,2,50,3,13,2,12,79477.29411764706,1
24187,24188,14,6,64534.0,2,19.99,19.99,39.98,1,19.99,19.99,19.99,5,1,2,600,448,20,21,30,1,30,3,4,3,1,32267.0,1
24190,24191,14,6,802.77,7,12.99,14.99,98.93,2,12.99,14.99,27.98,5,1,2,1000,70,317,0,56,2,8,4,13,2,5,114.68142857142857,1
24206,24207,14,6,4011103.0,27,9.99,59.95,254.84,1,9.99,9.99,9.99,1,1,2,2200,489,151,16,48,2,46,0,3,1,26,148559.37037037036,0
24210,24211,14,6,1858118.0,7,9.99,29.99,154.93,3,9.99,29.99,54.97,5,1,2,300,448,14,4,57,1,9,3,11,2,4,265445.4285714286,1
24211,24212,14,6,411104.0,8,399.99,399.99,799.98,1,399.99,399.99,399.99,1,1,2,4600,543,234,18,50,2,30,0,2,1,7,51388.0,0
24214,24215,14,6,407427.0,3,12.99,29.99,62.97,3,12.99,29.99,62.97,5,1,2,1000,541,362,27,63,2,24,4,11,1,0,135809.0,1
24215,24216,14,6,785007.0,7,69.99,299.99,1269.95,1,299.99,299.99,299.99,5,1,2,1300,462,137,6,35,2,29,4,6,3,6,112143.85714285714,1
24217,24218,14,6,319403.0,8,269.0,269.0,538.0,1,269.0,269.0,269.0,4,1,2,600,491,86,11,63,1,441,1,5,2,7,39925.375,0
24228,24229,14,6,631598.0,3,24.99,24.99,49.98,1,24.99,24.99,24.99,3,1,2,1200,538,208,12,47,2,18,2,6,1,2,210532.66666666666,0
24232,24233,14,6,1307418.0,11,6.99,27.99,132.89,3,6.99,14.99,34.97,4,1,2,4000,523,79,13,31,2,36,5,12,4,8,118856.18181818182,0
24236,24237,14,6,365459.0,9,99.99,99.99,399.96,1,99.99,99.99,99.99,3,1,2,4100,548,323,10,53,2,14,1,2,3,8,40606.555555555555,0
24243,24244,14,6,577422.0,9,29.99,29.99,59.98,1,29.99,29.99,29.99,2,1,2,300,522,9,1,35,2,283,0,2,2,8,64158.0,0
24244,24245,14,6,619241.0,18,9.99,24.99,311.84,1,9.99,9.99,9.99,1,1,2,600,490,220,12,46,2,17,0,3,1,17,34402.27777777778,0
24247,24248,14,6,864448.0,16,3.99,5.99,28.94,2,3.99,4.99,8.98,4,1,2,600,572,14,1,28,2,261,5,16,1,14,54028.0,0
24250,24251,14,6,167779.0,4,24.99,44.99,159.96,1,44.99,44.99,44.99,1,1,2,300,425,3,1,39,2,60,1,6,1,3,41944.75,0
24255,24256,14,6,156687.0,5,19.99,49.99,159.95,2,19.99,49.99,69.98,5,1,2,8900,512,73,38,46,1,3,6,13,1,3,31337.4,1
24261,24262,14,6,7379419.0,136,3.0,120.0,2118.94,6,3.0,20.0,88.0,1,1,2,600,80,75,1,34,2,44,4,30,1,130,54260.43382352941,0
24262,24263,14,6,5337534.0,9,9.95,129.99,509.86,1,9.95,9.95,9.95,1,1,-1,1500,488,14,14,43,2,33,1,5,1,8,593059.3333333334,0
24263,24264,14,6,296002.0,4,7.99,7.99,31.96,2,7.99,7.99,15.98,5,1,2,10000,528,25,49,46,1,3,3,10,1,2,74000.5,1
24266,24267,14,6,1735462.0,48,7.0,29.99,796.62,4,14.99,14.99,59.96,5,1,2,4100,530,174,51,47,2,56,4,16,1,44,36155.458333333336,1
24274,24275,14,6,437217.0,14,3.0,24.99,181.38,1,3.0,3.0,3.0,1,1,1,800,557,27,10,32,2,8,0,2,1,13,31229.785714285714,0
24283,24284,14,6,1694919.0,25,1.0,69.99,279.98,2,9.0,69.99,78.99,1,1,2,300,493,6,5,36,2,11,4,11,4,23,67796.76,0
24287,24288,14,6,725412.0,21,15.99,29.99,374.84,1,29.99,29.99,29.99,5,1,2,4000,507,135,21,30,2,20,7,11,4,20,34543.42857142857,1
24300,24301,14,6,389493.0,3,449.99,449.99,1349.97,1,449.99,449.99,449.99,1,1,-1,2500,592,223,16,53,2,4,6,13,4,2,129831.0,0
24301,24302,14,6,349441.0,11,14.99,24.99,222.89,3,14.99,24.99,64.97,5,1,2,1500,577,68,69,36,2,5,3,9,1,8,31767.363636363636,1
24302,24303,14,6,516011.0,6,29.99,499.99,689.94,2,39.99,39.99,79.98,2,1,2,700,584,111,3,48,2,192,0,8,2,4,86001.83333333333,0
24314,24315,14,6,1065039.0,6,3.99,29.99,49.94,5,3.99,29.99,45.95,5,1,2,8500,546,144,20,68,2,11,8,21,1,1,177506.5,1
24315,24316,14,6,922337.0,8,19.99,429.99,1599.94,2,19.99,429.99,449.98,5,1,2,2500,488,131,12,38,2,54,7,13,3,6,115292.125,1
24323,24324,14,6,219164.0,4,59.99,59.99,239.96,2,59.99,59.99,119.98,1,1,-1,4000,70,191,1,54,2,357,0,7,1,2,54791.0,0
24337,24338,14,6,421012.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,5,1,2,1000,556,50,10,49,2,120,3,6,1,0,421012.0,1
24361,24362,14,6,203258.0,5,29.99,29.99,149.95,1,29.99,29.99,29.99,1,1,2,4000,70,192,6,38,2,3,0,3,1,4,40651.6,0
24369,24370,14,6,1003109.0,5,249.99,399.99,1549.95,2,249.99,399.99,649.98,5,1,2,1700,496,42,26,31,2,34,9,16,1,3,200621.8,1
24375,24376,14,6,120.97,2,29.99,44.99,74.98,2,29.99,44.99,74.98,1,1,2,0,352,71,0,25,1,176,0,5,1,0,60.485,0
24383,24384,14,6,126124.0,1,19.99,19.99,19.99,1,19.99,19.99,19.99,5,1,2,4000,494,360,39,68,2,11,3,5,1,0,126124.0,1
24384,24385,14,6,180287.0,3,14.99,14.99,29.98,1,14.99,14.99,14.99,4,1,2,600,439,86,20,42,1,3,5,8,4,2,60095.666666666664,0
24396,24397,14,6,1587165.0,14,3.99,19.99,167.86,5,3.99,19.99,40.95,5,1,2,4000,586,128,8,42,2,42,8,33,2,9,113368.92857142857,1
24400,24401,14,6,1042605.0,11,74.99,429.99,3509.89,4,74.99,399.99,1274.96,5,1,2,600,483,62,10,48,2,5,12,23,3,7,94782.27272727272,1
24417,24418,14,6,3610842.0,76,1.0,19.5,330.98,2,5.0,5.0,10.0,1,1,-1,1000,497,45,8,42,2,10,0,4,1,74,47511.07894736842,0
24419,24420,14,6,471445.0,3,9.99,99.99,209.97,2,9.99,99.99,109.98,5,1,2,4000,577,222,21,47,2,55,6,12,1,1,157148.33333333334,1
24420,24421,14,6,471212.0,20,9.99,79.99,399.89,1,19.99,19.99,19.99,1,1,2,1800,481,40,10,37,2,38,0,2,1,19,23560.6,0
24426,24427,14,6,1190735.0,2,9.99,9.99,19.98,1,9.99,9.99,9.99,2,1,2,1500,540,68,1,70,1,25,0,11,2,1,595367.5,0
24427,24428,14,6,515271.0,6,39.99,39.99,159.96,2,39.99,39.99,79.98,1,1,2,1000,70,115,1,37,2,342,3,7,1,4,85878.5,0
24435,24436,14,6,648663.0,22,9.99,24.99,444.78,1,24.99,24.99,24.99,2,1,2,4000,538,71,11,50,2,103,0,2,2,21,29484.68181818182,1
24437,24438,14,6,1187.02,12,24.99,399.99,864.88,2,24.99,24.99,49.98,5,1,2,4000,497,178,11,38,2,60,4,8,1,10,98.91833333333334,1
24443,24444,14,6,310031.0,8,19.99,49.99,279.93,1,39.99,39.99,39.99,1,1,2,4000,519,61,7,35,2,31,0,5,1,7,38753.875,0
24451,24452,14,6,625.02,4,39.99,64.99,224.96,1,64.99,64.99,64.99,5,1,2,3000,504,85,0,57,2,12,5,7,3,3,156.255,1
24464,24465,14,6,448264.0,4,299.99,299.99,1199.96,1,299.99,299.99,299.99,5,1,2,2500,574,74,13,56,2,8,3,7,1,3,112066.0,1
24487,24488,14,6,468489.0,4,9.99,19.99,59.96,2,9.99,19.99,29.98,3,1,2,1400,438,44,13,29,2,30,9,12,4,2,117122.25,0
24491,24492,14,6,727879.0,3,399.99,399.99,1199.97,1,399.99,399.99,399.99,1,1,2,1000,505,133,4,68,1,58,0,3,1,2,242626.33333333334,0
24493,24494,14,6,665778.0,9,9.99,25.99,105.91,4,9.99,9.99,39.96,1,1,-1,600,522,206,6,65,1,39,0,10,1,5,73975.33333333333,0
24502,24503,14,6,25099.0,2,24.99,24.99,49.98,1,24.99,24.99,24.99,1,1,2,1800,549,222,10,43,2,32,0,2,1,1,12549.5,0
24507,24508,14,6,20173542.0,7,379.99,379.99,759.98,1,379.99,379.99,379.99,5,1,2,3000,557,23,7,44,1,302,4,8,1,6,2881934.5714285714,1
24510,24511,14,6,1880163.0,53,44.99,299.99,8294.09,1,199.99,199.99,199.99,5,1,2,2700,444,109,16,64,2,4,4,7,4,52,35474.77358490566,1
24522,24523,14,6,1376632.0,39,9.99,20.0,527.77,3,19.99,19.99,59.97,5,1,2,1000,546,37,14,24,2,12,7,17,1,36,35298.256410256414,0
24538,24539,14,6,15280.57,12,14.99,24.99,259.88,5,14.99,24.99,104.95,5,1,2,4500,514,274,66,51,1,4,12,24,1,7,1273.3808333333334,1
24541,24542,14,6,2517184.0,37,29.99,269.99,3632.63,4,39.99,269.99,464.96,5,1,2,1300,567,122,6,55,1,25,9,16,3,33,68032.0,1
24547,24548,14,6,37819.0,2,10.0,10.0,20.0,1,10.0,10.0,10.0,2,1,2,500,399,5,5,33,1,190,0,3,2,1,18909.5,0
24548,24549,14,6,1155645.0,7,449.99,999.99,4249.93,1,449.99,449.99,449.99,5,1,2,300,441,222,21,46,2,80,4,8,1,6,165092.14285714287,1
24580,24581,14,6,1106011.0,29,49.99,299.99,1579.91,1,299.99,299.99,299.99,1,1,-1,2000,543,223,18,63,2,4,0,3,1,28,38138.31034482759,0
24587,24588,14,6,372642.0,3,9.99,12.99,32.97,2,9.99,12.99,22.98,1,1,2,4000,527,213,19,44,1,4,0,4,1,1,124214.0,1
24599,24600,14,6,124985.0,4,29.99,299.99,659.96,2,29.99,299.99,329.98,2,1,2,1500,520,221,31,51,2,36,0,5,2,2,31246.25,0
24605,24606,14,6,5060731.0,107,1.0,34.99,667.65,11,1.0,34.99,158.89,1,1,2,4000,70,223,5,47,2,327,0,26,1,96,47296.55140186916,0
24624,24625,14,6,2833504.0,75,17.95,89.95,2508.7,2,19.9,49.99,69.89,2,1,2,300,523,195,7,52,2,44,3,8,2,73,37780.05333333334,0
24627,24628,14,6,162372.0,1,119.99,119.99,119.99,1,119.99,119.99,119.99,5,1,2,1500,519,75,8,66,2,66,3,6,1,0,162372.0,1
24637,24638,14,6,46576.0,2,3.99,3.99,7.98,1,3.99,3.99,3.99,5,1,2,300,447,1,0,39,2,23,3,4,3,1,23288.0,1
24639,24640,14,6,473559.0,2,3.99,7.99,11.98,1,3.99,3.99,3.99,4,1,2,800,508,185,1,36,2,67,6,13,1,1,236779.5,0
24644,24645,14,6,1194532.0,10,5.0,99.95,321.68,2,24.99,29.99,54.98,1,1,2,600,529,29,15,30,2,14,3,10,1,8,119453.2,0
24655,24656,14,6,363746.0,5,9.99,12.99,52.95,3,9.99,12.99,32.97,5,1,2,14500,553,220,37,57,2,9,3,11,1,2,72749.2,1
24660,24661,14,6,375004.0,1,44.99,44.99,44.99,1,44.99,44.99,44.99,5,1,2,8000,566,199,10,69,1,28,10,13,3,0,375004.0,1
24668,24669,14,6,2348724.0,32,2.99,849.99,3910.68,1,8.99,8.99,8.99,1,1,-1,4200,506,274,16,44,2,41,0,3,1,31,73397.625,0
24670,24671,14,6,548773.0,3,14.99,14.99,29.98,1,14.99,14.99,14.99,1,1,-1,600,510,159,11,64,2,80,0,6,1,2,182924.33333333334,0
24673,24674,14,6,492107.0,17,17.99,24.99,67.97,1,24.99,24.99,24.99,1,1,-1,4000,529,191,10,60,2,40,0,3,1,16,28947.470588235294,0
24688,24689,14,6,4162308.0,145,9.99,299.99,2643.16,10,12.49,19.99,166.4,5,1,2,3000,547,235,19,50,2,13,4,25,1,135,28705.572413793103,1
24689,24690,14,6,5505593.0,83,4.95,22.99,787.21,7,5.0,12.99,65.94,5,1,2,4000,581,78,5,35,1,5,6,21,1,76,66332.44578313253,1
24695,24696,14,6,157518.0,3,0.99,169.99,340.97,1,169.99,169.99,169.99,5,1,2,300,431,1,1,43,2,6,3,6,1,2,52506.0,1
24701,24702,14,6,2508275.0,13,19.99,49.99,329.87,1,22.99,22.99,22.99,5,1,2,600,519,17,1,26,1,200,9,14,3,12,192944.23076923078,1
24709,24710,14,6,392165.0,3,9.99,12.99,35.97,1,12.99,12.99,12.99,5,1,2,7600,572,445,151,59,1,3,3,5,2,2,130721.66666666667,1
24715,24716,14,6,232776.0,13,49.99,49.99,199.96,1,49.99,49.99,49.99,5,1,2,0,1,230,0,40,2,6,3,4,3,12,17905.846153846152,1
24718,24719,14,6,2203527.0,16,299.99,529.99,4809.89,2,299.99,479.99,779.98,1,1,2,1500,490,169,12,42,2,21,14,21,4,14,137720.4375,0
24727,24728,14,6,2467445.0,6,3.0,9.99,52.95,2,9.99,9.99,19.98,1,1,2,300,461,64,2,33,2,88,3,7,4,4,411240.8333333333,0
24732,24733,14,6,101765.0,2,59.99,59.99,119.98,1,59.99,59.99,59.99,5,1,2,4000,524,129,24,40,2,26,3,5,2,1,50882.5,1
24739,24740,14,6,637133.0,19,6.99,59.99,390.71,5,9.0,24.95,95.92,1,1,2,5000,532,122,13,30,2,8,0,10,1,14,33533.31578947369,0
24764,24765,14,6,1529294.0,14,4.99,19.99,166.86,3,4.99,17.99,32.97,1,1,2,600,70,10,1,65,2,307,12,24,4,11,109235.28571428571,0
24767,24768,14,6,2203419.0,40,1.0,24.99,367.97,2,12.0,24.99,36.99,5,1,2,8500,520,140,45,47,1,11,8,12,3,38,55085.475,1
24775,24776,14,6,614368.0,35,27.99,299.99,4700.65,1,99.99,99.99,99.99,5,1,2,2500,488,73,9,46,2,84,3,8,2,34,17553.371428571427,1
24781,24782,14,6,244828.0,5,79.99,79.99,399.95,1,79.99,79.99,79.99,5,1,2,4000,516,212,14,39,2,351,3,5,2,4,48965.6,1
24796,24797,14,6,183675.0,2,666.0,666.0,1332.0,1,666.0,666.0,666.0,1,1,-1,300,401,11,21,35,2,30,3,7,1,1,91837.5,0
24798,24799,14,6,1674959.0,27,15.99,44.99,312.84,10,15.99,44.99,216.9,5,1,2,4500,563,230,10,55,2,26,4,34,1,17,62035.51851851852,1
24803,24804,14,6,1243063.0,42,14.99,59.95,1435.57,7,27.99,49.99,249.93,5,1,2,600,460,121,3,43,2,42,11,20,4,35,29596.738095238095,1
24807,24808,14,6,2050477.0,33,9.99,89.99,520.84,3,9.99,59.99,109.97,5,1,2,4000,514,214,1,56,2,339,9,19,1,30,62135.666666666664,1
24814,24815,14,6,301289.0,11,699.0,1199.0,8390.0,1,799.0,799.0,799.0,5,1,2,300,70,9,1,32,2,301,4,8,1,10,27389.909090909092,1
24827,24828,14,6,15024069.0,18,54.99,500.0,1564.83,2,59.99,59.99,119.98,4,1,2,200,428,59,10,24,2,167,2,7,1,16,834670.5,0
24847,24848,14,6,1144.29,14,7.0,49.99,215.9,1,19.99,19.99,19.99,4,1,2,1000,520,43,3,45,2,266,1,9,1,13,81.735,0
24862,24863,14,6,1483614.0,11,19.99,34.99,279.89,3,19.99,34.99,74.97,5,1,2,4000,613,264,15,68,1,14,13,24,3,8,134874.0,1
24881,24882,14,6,2255381.0,33,14.9,39.99,461.59,8,16.8,39.99,227.73,5,1,2,9000,562,357,31,56,2,47,9,25,1,25,68344.87878787878,1
24885,24886,14,6,984143.0,41,1.0,17.99,186.93,11,1.0,17.99,59.96,5,1,2,10400,538,215,102,49,1,5,15,37,1,30,24003.48780487805,1
24891,24892,14,6,10344161.0,46,0.0,49.99,524.66,7,0.0,24.99,81.96,5,1,2,5000,558,219,59,54,2,4,6,20,1,39,224873.0652173913,1
24892,24893,14,6,537568.0,3,49.99,49.99,99.98,1,49.99,49.99,49.99,5,1,2,1500,543,223,7,56,2,77,3,5,2,2,179189.33333333334,1
24893,24894,14,6,175339.0,2,269.99,269.99,539.98,1,269.99,269.99,269.99,5,1,2,300,552,4,1,63,1,10,3,9,1,1,87669.5,1
24899,24900,14,6,857632.0,19,9.99,14.99,239.81,4,9.99,14.99,49.96,5,1,2,2500,489,174,9,73,2,25,6,16,1,15,45138.52631578947,1
24909,24910,14,6,1618689.0,7,5.0,74.99,106.98,6,5.0,74.99,106.98,5,1,2,4000,576,360,6,59,2,16,4,16,1,1,231241.2857142857,1
24916,24917,14,6,409.94,5,3.99,29.99,97.95,2,3.99,29.99,33.98,2,1,2,2200,526,202,9,66,2,82,0,20,2,3,81.988,0
24919,24920,14,6,1726939.0,27,149.99,999.99,9749.83,1,499.99,499.99,499.99,1,1,2,500,438,38,11,23,1,497,2,4,1,26,63960.7037037037,0
24920,24921,14,6,2100502.0,38,12.99,49.99,626.75,3,14.99,49.99,82.97,5,1,2,600,444,65,7,54,2,52,4,12,1,35,55276.36842105263,1
